geometry,runtime(min),step,finished time
,0,0,NaT
,0,0,NaT
,0,0,NaT
domain_W5000_GL300_FC20,33.1599508444333,6,11-Oct-2022 23:59:10
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
