geometry,runtime(min),step,finished time
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
domain_W11000_GL-200_FC20,796.841129467367,3,20-Sep-2022 11:37:17
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
,0,0,NaT
