Names,max_dH,max_dHdt
model_W5000_GL400_FC30000,7.48276598278417,6.79229372395011
model_W5000_GL400_FC60000,9.35311684444551,9.06357960001506
model_W5000_GL400_FC120000,10.7610022102757,10.5665451046516
model_W8000_GL400_FC30000,9.2927471715791,8.48245836989451
model_W8000_GL400_FC60000,9.9060942164269,9.89271352870529
model_W8000_GL400_FC120000,10.7319096856742,10.476167571425
model_W11000_GL400_FC30000,10.2867661658957,11.2386243841105
model_W11000_GL400_FC60000,7.91371063007638,8.59529010950222
model_W11000_GL400_FC120000,8.68249513119705,8.17007549068403
