Names,max_dH,max_dHdt
model_W5000_GL400_FC30000,5.92868515399955,30.8123395750625
model_W5000_GL400_FC60000,7.57811516849909,41.3882178876231
model_W5000_GL400_FC120000,8.5560825627648,45.8849185060232
model_W8000_GL400_FC30000,6.77776123562377,32.3218131036468
model_W8000_GL400_FC60000,7.73251660102931,40.1567573429503
model_W8000_GL400_FC120000,8.05111011634711,41.8581755339945
model_W11000_GL400_FC30000,7.00368288958467,32.4333647051323
model_W11000_GL400_FC60000,5.89420163237834,31.607735314667
model_W11000_GL400_FC120000,6.11161264896823,32.436126881539
