Names,max_dH,max_dHdt
model_W5000_GL0_FC30000,3.62890506649156,21.8149135374621
model_W5000_GL0_FC60000,3.67073233379837,20.3365490318195
model_W5000_GL0_FC120000,3.47349761526919,18.4638544515133
model_W8000_GL0_FC30000,3.85995758772159,22.0812955469826
model_W8000_GL0_FC60000,3.56309096372771,18.6675656392941
model_W8000_GL0_FC120000,3.26470834590821,15.7782683435092
model_W11000_GL0_FC30000,4.04897446827601,22.5936957161144
model_W11000_GL0_FC60000,3.44484461762045,17.3912533254437
model_W11000_GL0_FC120000,3.0976907221102,13.4939435801847
